edge_drive,v_tor,v_pol,tct_gain,edge_shear,residual_instability,stability_margin,stability_window_shift,event_amplitude,event_frequency,heat_pulse_severity,wetted_fraction,peak_heat_flux,divertor_load_proxy,freq_severity_product,damage_index
1.0,0.6,0.2,0.4,9.125,0.31777584064746167,-0.31777584064746167,0.29623805223117916,0.6878853051978041,1.248782124464499,0.7358027041300097,0.3487788132128916,2.1096542457723255,1.628806206197515,0.9188572640501967,1.1622010501504956
0.85,0.2,0.2,0.4,4.125,0.30223031737469064,-0.30223031737469064,0.23068244545145825,0.6591260871431777,1.1315653227206164,0.683407165326377,0.29719653453637146,2.2995125646148487,1.7338756748638835,0.7733198495821234,1.1782859815293014
1.0,0.4,0.1,0.6,5.8125,0.3176812307368948,-0.3176812307368948,0.33738715993511253,0.6877102768632554,1.2780344157049472,0.7412482718638049,0.33932488092488916,2.184479575571952,1.6793486192741005,0.9473408020237598,1.191200528383384
0.7,0.0,0.2,0.4,1.625,0.29729126558368585,-0.29729126558368585,0.16844341859148754,0.6499888413298188,0.9894434185914874,0.6480675764967444,0.2502855391874686,2.5893129047752517,1.909877039877774,0.641226198367239,1.2290311046575495
0.85,0.4,0.2,0.2,6.625,0.33659616639512935,-0.33659616639512935,0.20248800494587033,0.7227029078309893,1.1156352607157047,0.746102490797759,0.3061189859435866,2.4372957087191423,1.8453780824466581,0.8323782468417946,1.2474644230014713
1.0,0.4,0.3,0.4,7.437499999999999,0.33801529738036207,-0.33801529738036207,0.2764899127791883,0.7253283001536698,1.255137168549023,0.7771445986091811,0.33376801091122854,2.3283974892844848,1.7854589775481284,0.9754230710514944,1.2483499561184257
0.85,0.0,0.3,0.6,2.4375,0.3158250921478142,-0.3158250921478142,0.2512607783872814,0.6842764204734563,1.1377607783872812,0.7106710271220723,0.28467551229485444,2.496424864201141,1.871411021223467,0.8085736209956976,1.2512337506894355
0.7,0.4,0.2,0.0,6.625,0.34194248175611375,-0.34194248175611375,0.13248800494587032,0.7325935912488104,0.972135260715705,0.7268778030107922,0.2854266381043391,2.546636178873671,1.9097207473216633,0.7066235425383554,1.2518536362371908
1.0,0.6,0.1,0.4,8.3125,0.34469800753161306,-0.34469800753161306,0.2939027576628761,0.7376913139334842,1.254446829896196,0.7902482144897379,0.3399229240468039,2.3247864694789717,1.7876980802327398,0.9913243674977809,1.253406952253758
0.85,0.6,0.0,0.2,7.5,0.3475291704439454,-0.3475291704439454,0.22086125655528077,0.7429289653212989,1.1159053287886005,0.7670396045990981,0.31308398964491296,2.4499483524182857,1.8609302906815701,0.8559435821640348,1.261315522450007
0.7,0.2,0.1,0.2,3.3125,0.31962698738800577,-0.31962698738800577,0.15105470053907008,0.6913099266678107,0.9864375778082284,0.6886846922823778,0.2609100057917219,2.6395487984164854,1.956746361269548,0.6793444597286339,1.263248201217332
0.7,0.6,0.0,0.0,7.5,0.3528754858049298,-0.3528754858049298,0.15086125655528076,0.7528196487391201,0.9724053287886008,0.7470029817463578,0.29239164180566546,2.5548027882508495,1.9220728559742775,0.7263896800711322,1.2640341513628277
0.85,0.2,0.0,0.6,2.5,0.32080743370617903,-0.32080743370617903,0.27980702325584245,0.6934937523564312,1.1426899005250006,0.7212010276271967,0.285275524428863,2.5280858884444437,1.8956761871584074,0.8241091305178496,1.2664307777188886
1.0,0.2,0.3,0.6,4.9375,0.3365070927772089,-0.3365070927772089,0.30869470112460046,0.7225381216378365,1.2750775783937587,0.7781892519410837,0.3252278390369829,2.3927510456833705,1.82765441787357,0.9922516668970875,1.27083871515709
1.15,0.6,0.3,0.6,9.937499999999998,0.36636440693719674,-0.36636440693719674,0.3680187765999527,0.777774152833814,1.3860628488332725,0.861849670287548,0.36690710481853517,2.348958793572017,1.828470600422453,1.1945778092647754,1.3122915945521947
1.0,0.4,0.0,0.6,5.0,0.35590694700721426,-0.35590694700721426,0.33098253125006766,0.7584278519633464,1.2796297870199023,0.8178099772033987,0.32360889470131193,2.527155435446945,1.928884525061704,1.046494006951536,1.3306011316195105
1.0,0.4,0.2,0.4,6.625,0.36433329546143445,-0.36433329546143445,0.2724880049458703,0.7740165966036537,1.259135260715705,0.8301775945202216,0.32252702772950015,2.5739783743534272,1.9636481014118052,1.045305881916556,1.3477848335406877
1.0,0.6,0.0,0.4,7.5,0.3752662995102505,-0.3752662995102505,0.2908612565552808,0.7942426540939634,1.2594053287886005,0.8519312716044526,0.3294920314308264,2.5855899091244248,1.9788093859924345,1.072926783220296,1.361650225623936
0.85,0.2,0.1,0.4,3.3125,0.34736411645431087,-0.34736411645431087,0.2210547005390701,0.7426236154404751,1.1299375778082281,0.7696421353082619,0.2773180475776354,2.7753048964214995,2.0733229300318663,0.86964757014937,1.3620435771891353
0.85,0.4,0.1,0.2,5.8125,0.3692745090634858,-0.3692745090634858,0.19738715993511252,0.7831578417674487,1.118534415704947,0.8091505657774712,0.29264355138159565,2.764969745471585,2.0804330325786453,0.9050627553092311,1.376322488667729
