idx,reconn_trigger,conf_trigger,rad_trigger,margin_trigger,tct_pass_rate,tct_fail_pnet,tct_burst_rate,tct_pnet_p05,tct_pnet_p50,tct_pnet_p95,tct_tail_burst_frac,corr_precursor_pburst,corr_pburst_burst
166,0.6,0.65,0.75,0.08,0.26,0.6078,0.372,-28.463083447424566,-4.4047479078633565,21.982253207239165,0.402,0.9052852460836485,0.11656708588202518
167,0.6,0.65,0.75,0.04,0.2716,0.6018,0.3694,-28.32591708388333,-4.224902378926021,22.739986651500335,0.408,0.9055530862137732,0.13225698047589463
168,0.6,0.65,0.75,0.02,0.257,0.6118,0.3734,-28.438205082994312,-4.121083650988661,22.803796577032507,0.408,0.9104954600904761,0.12462681927816223
169,0.6,0.65,0.75,0.01,0.2662,0.609,0.3648,-27.321780144204478,-4.106724437839057,22.894543581153528,0.424,0.9086602924202014,0.13309067045628492
170,0.6,0.65,0.8,0.15,0.262,0.6142,0.3624,-27.793027734596077,-4.718750384434631,22.50261881849232,0.382,0.9087011978340584,0.12648540736757657
171,0.6,0.65,0.8,0.08,0.2674,0.5968,0.377,-28.037236720654096,-3.874141041730449,22.616279186665736,0.412,0.9101132293810907,0.1537585701374325
172,0.6,0.65,0.8,0.04,0.2688,0.5956,0.3726,-27.265997415179285,-3.5420763731584017,23.09673521429794,0.368,0.9110015358582076,0.13354756216704236
173,0.6,0.65,0.8,0.02,0.2538,0.6182,0.3804,-27.861201978608648,-4.213419733423758,22.57216663583758,0.394,0.9077109687556227,0.1387305307767071
174,0.6,0.65,0.8,0.01,0.2672,0.6072,0.368,-28.21105290981076,-4.405829937823435,23.855469355444548,0.39,0.9107464365662844,0.14328214826429544
175,0.6,0.7,0.6,0.15,0.2568,0.6242,0.3598,-27.958079728703183,-4.813479731220827,21.14848861516484,0.378,0.9068549331025254,0.11325782321804252
176,0.6,0.7,0.6,0.08,0.2586,0.6118,0.3744,-28.95645601024942,-4.76215545958659,23.5182413564054,0.4,0.9091227123713307,0.12679998474197202
177,0.6,0.7,0.6,0.04,0.2646,0.6072,0.3658,-27.84175570725618,-4.131463510775186,22.163030447050527,0.378,0.9067765020820284,0.11873710956364815
178,0.6,0.7,0.6,0.02,0.2608,0.6132,0.372,-28.512128370720234,-4.434233121658172,23.60965918093883,0.412,0.9123734836902061,0.15423510264107113
179,0.6,0.7,0.6,0.01,0.2546,0.6196,0.3634,-28.171941654733462,-4.718218533354806,23.1399765704914,0.398,0.9088889738317653,0.1303862246254647
180,0.6,0.7,0.65,0.15,0.2686,0.6052,0.368,-28.63109433245177,-3.9516546342629786,21.800397527569537,0.402,0.9041517981847426,0.12560592081382177
181,0.6,0.7,0.65,0.08,0.2616,0.6114,0.3636,-28.186919290016334,-4.650573543107901,21.949483797538075,0.348,0.906082018197117,0.11537938119040708
182,0.6,0.7,0.65,0.04,0.265,0.6106,0.361,-27.630192706762152,-4.5813213234028485,22.412382096509035,0.378,0.9048652763748629,0.12519797042580227
183,0.6,0.7,0.65,0.02,0.2584,0.6134,0.3796,-28.664833870762756,-4.6434860767929855,22.03380729607624,0.418,0.9077776058202414,0.12089521961587484
184,0.6,0.7,0.65,0.01,0.2612,0.6114,0.3668,-28.758110692096377,-4.27405235297472,22.507975350792563,0.376,0.9061259993727976,0.11418478901806098
185,0.6,0.7,0.7,0.15,0.2578,0.6134,0.3626,-27.76422358681567,-4.488867858156083,22.67022114413936,0.406,0.9079513797768318,0.12539214265780643
186,0.6,0.7,0.7,0.08,0.2756,0.592,0.3698,-27.47151604192737,-3.5017331731677537,22.63903856081928,0.38,0.9081263639963433,0.12347554560217529
187,0.6,0.7,0.7,0.04,0.2544,0.6138,0.3788,-28.02147923152964,-4.476472022364686,22.501138298139438,0.384,0.9071968846023346,0.11241446199553426
188,0.6,0.7,0.7,0.02,0.263,0.6016,0.3762,-27.45851156998027,-4.07540888204058,22.77251675701034,0.444,0.9089752136180296,0.11683531914865557
189,0.6,0.7,0.7,0.01,0.2596,0.615,0.3694,-28.66463716144303,-4.415961452703293,23.0091592483969,0.394,0.9117231902632676,0.1346221914744122
190,0.6,0.7,0.75,0.15,0.2616,0.6094,0.3722,-28.183872510487255,-4.374233789468375,22.230120312093835,0.386,0.9076421418137826,0.12765113104349063
191,0.6,0.7,0.75,0.08,0.2622,0.6136,0.3634,-27.978792121818152,-4.627319883430278,22.295598180415535,0.358,0.9036098432773303,0.12047570691379385
192,0.6,0.7,0.75,0.04,0.2614,0.609,0.3744,-28.271189753342593,-4.3962253161894616,22.944294599554393,0.398,0.9086262766048483,0.13231858897395543
193,0.6,0.7,0.75,0.02,0.2676,0.612,0.3676,-27.850465666655122,-4.4391566208026445,22.92266190177052,0.406,0.9117808672352382,0.14698940048491513
194,0.6,0.7,0.75,0.01,0.2712,0.6092,0.3582,-27.960394102982757,-4.515880456524469,21.65208128048597,0.384,0.9068208051941475,0.13981101792419548
195,0.6,0.7,0.8,0.15,0.263,0.6108,0.3598,-27.86669892239697,-4.50451134745236,22.91454583651364,0.362,0.9118796809813418,0.12410740475748377
196,0.6,0.7,0.8,0.08,0.2708,0.607,0.3608,-28.290098678965958,-4.058174019205565,21.937330728574768,0.382,0.906765065852027,0.13590399030763015
197,0.6,0.7,0.8,0.04,0.2704,0.6062,0.3636,-27.352290340589043,-4.367987735815363,21.941443865920398,0.46,0.9078692793381958,0.12272855366310186
198,0.6,0.7,0.8,0.02,0.2656,0.6052,0.3664,-27.62554621360942,-4.004048318436307,22.321718036467665,0.404,0.9037758043141607,0.13163439154091103
199,0.6,0.7,0.8,0.01,0.2652,0.6074,0.3654,-28.067955038995663,-4.598334708953912,22.910548188979547,0.374,0.91008495690737,0.1077965054055284
200,0.65,0.55,0.6,0.15,0.2702,0.6048,0.3552,-28.18960863785159,-4.33981656937091,22.1072651711228,0.368,0.9074267841087238,0.12215796307764298
201,0.65,0.55,0.6,0.08,0.2688,0.6068,0.3642,-28.085734896198495,-4.163804311394092,22.463145799991725,0.394,0.9093776676120815,0.13121068373170794
202,0.65,0.55,0.6,0.04,0.2604,0.6136,0.3754,-27.974178599240698,-4.429021063605227,23.03068453728055,0.402,0.9106939290558732,0.12465690201713295
203,0.65,0.55,0.6,0.02,0.2652,0.606,0.3742,-28.423592680631543,-4.063455233207412,21.906585348900506,0.444,0.9070720212646649,0.13061949864606526
204,0.65,0.55,0.6,0.01,0.26,0.6112,0.3734,-27.682674832147974,-4.06855364655639,22.721708620695516,0.416,0.9093659754991155,0.11656206475118959
205,0.65,0.55,0.65,0.15,0.2596,0.6128,0.3668,-27.85460341178795,-4.102317404623246,22.21924768396317,0.418,0.9076392683309528,0.1254341755557446
206,0.65,0.55,0.65,0.08,0.2614,0.6112,0.3672,-27.669803079015093,-4.154738956950332,21.67593331319347,0.406,0.9024145605847249,0.13231296294638198
207,0.65,0.55,0.65,0.04,0.2666,0.5986,0.3588,-27.852511790273123,-3.764043951821714,22.74924926628219,0.374,0.9057918387753909,0.10071670455507846
208,0.65,0.55,0.65,0.02,0.2544,0.6102,0.378,-28.12989354788819,-4.617542589148683,23.347479135906696,0.394,0.9073947013936638,0.1279131890089743
209,0.65,0.55,0.65,0.01,0.2564,0.6236,0.377,-27.976308791319486,-4.640678023965707,22.642146389914807,0.378,0.9084547821689738,0.13836888002676798
210,0.65,0.55,0.7,0.15,0.262,0.6064,0.3702,-27.5128408800715,-3.9516282960893205,22.815553186348676,0.392,0.9072899262144257,0.13899841634427706
211,0.65,0.55,0.7,0.08,0.2694,0.6028,0.3644,-27.819326406848894,-4.12679508836832,22.672077603654472,0.382,0.9066026866915561,0.12236256574028594
212,0.65,0.55,0.7,0.04,0.2594,0.612,0.375,-28.275439236261185,-4.527586298856123,21.987520738258457,0.396,0.9085223191969938,0.12780099246057694
213,0.65,0.55,0.7,0.02,0.2654,0.6036,0.3674,-27.279170739417754,-4.092043146973699,22.417130215574627,0.384,0.9060910256771967,0.12438684501626726
214,0.65,0.55,0.7,0.01,0.2606,0.6152,0.364,-27.77698053256058,-4.365382160820675,22.419312236002085,0.442,0.908555435843153,0.1254288775723193
215,0.65,0.55,0.75,0.15,0.2656,0.6126,0.358,-28.15169465090942,-4.725216472660125,22.51992216031558,0.386,0.9096012479031141,0.12869174478849366
216,0.65,0.55,0.75,0.08,0.2706,0.5918,0.372,-28.31238932557589,-3.733021904026258,22.426786316697243,0.368,0.9083788988870383,0.12404612265044672
217,0.65,0.55,0.75,0.04,0.2632,0.6136,0.3596,-27.730545818852317,-4.318569290900615,22.456070106088326,0.364,0.9062189017818516,0.1272436077315552
218,0.65,0.55,0.75,0.02,0.2614,0.61,0.366,-28.30245612153104,-4.260057847024854,21.904160268950204,0.376,0.9046987489677695,0.12328780565061183
219,0.65,0.55,0.75,0.01,0.2528,0.6138,0.3758,-27.700682446240048,-4.578137114664667,22.31091545722679,0.402,0.9063521511827158,0.12235744573693157
220,0.65,0.55,0.8,0.15,0.258,0.6178,0.3578,-28.053443449196962,-4.421159270563561,22.553688522615218,0.386,0.9062490629964657,0.11449473992373806
221,0.65,0.55,0.8,0.08,0.2664,0.6058,0.367,-27.974720011665365,-4.499139288984601,22.681530243256706,0.416,0.9108153765043034,0.11384532562718087
222,0.65,0.55,0.8,0.04,0.2594,0.6154,0.3604,-28.4943295384189,-4.567948074096108,22.8077114242523,0.408,0.9099931690234462,0.10988839126182653
223,0.65,0.55,0.8,0.02,0.2742,0.5968,0.3688,-27.635631428948738,-3.784611311070426,22.58232248908847,0.368,0.9090585367315337,0.142988237706934
224,0.65,0.55,0.8,0.01,0.2678,0.5972,0.3718,-28.090445987115395,-3.9538653960206886,22.95738354434011,0.404,0.9098446117516602,0.13516021355615562
225,0.65,0.6,0.6,0.15,0.2664,0.611,0.3652,-28.705306378862467,-4.459598909995201,22.738272873825068,0.392,0.9089294965221419,0.11532279322830795
226,0.65,0.6,0.6,0.08,0.2716,0.6046,0.3696,-28.70846749963783,-4.121049777224419,23.149132531279196,0.39,0.9084327184664218,0.14265246004165333
227,0.65,0.6,0.6,0.04,0.2682,0.5988,0.3696,-27.25342984507869,-3.677148667678997,22.082318419061025,0.356,0.904159660295202,0.11053644407550511
228,0.65,0.6,0.6,0.02,0.2488,0.6224,0.3712,-28.30084333122417,-4.577389480647948,22.99644646365093,0.41,0.9086003660199864,0.12300408693396939
229,0.65,0.6,0.6,0.01,0.2704,0.6092,0.3536,-28.323122769820774,-4.195340585491355,23.012829198704353,0.392,0.9104089163449166,0.13101254670884369
230,0.65,0.6,0.65,0.15,0.2624,0.6106,0.374,-27.39713190092842,-4.385781331258391,23.269311109051966,0.428,0.9078770193444978,0.13269233533160382
231,0.65,0.6,0.65,0.08,0.2644,0.607,0.3688,-29.026827578193288,-3.928804226379163,22.72301272189072,0.404,0.9085120761429936,0.12912881029143247
232,0.65,0.6,0.65,0.04,0.2746,0.5956,0.369,-27.768467262177186,-3.9326927005251324,22.662429244077018,0.418,0.9080244875769149,0.1458121738746935
233,0.65,0.6,0.65,0.02,0.2632,0.6134,0.361,-28.094530599076045,-4.3295084788517775,22.016210269827518,0.394,0.9064090149518648,0.13183472923955228
234,0.65,0.6,0.65,0.01,0.2582,0.6134,0.3666,-28.155552741901786,-4.645004692197537,22.597400559602136,0.382,0.9083106596887432,0.10818886168834478
235,0.65,0.6,0.7,0.15,0.2644,0.607,0.3646,-28.595976477910902,-4.201146796750789,22.063059346192723,0.37,0.9084771060050695,0.1267938436848743
236,0.65,0.6,0.7,0.08,0.2624,0.6098,0.3728,-28.16254653141963,-4.109912476874754,23.299255337823762,0.378,0.9114006493260371,0.12124909133107269
237,0.65,0.6,0.7,0.04,0.2586,0.6118,0.3738,-27.238732723891857,-4.405323895400711,22.669315894684967,0.388,0.9089097252367176,0.13681402005272597
238,0.65,0.6,0.7,0.02,0.255,0.62,0.3754,-28.663372067880026,-4.392586151940624,21.652260939032782,0.424,0.9047452669178547,0.10873777975534328
239,0.65,0.6,0.7,0.01,0.2578,0.6156,0.3576,-27.757549952818643,-4.624882697205063,22.389381851499927,0.384,0.9060261444887352,0.11266096544810841
240,0.65,0.6,0.75,0.15,0.272,0.599,0.3636,-28.043644052198864,-3.9887266444664533,21.713459728792298,0.382,0.9034257579565931,0.13501280991912748
241,0.65,0.6,0.75,0.08,0.2564,0.6168,0.3662,-27.628554437052635,-4.202200760013522,21.309843320971993,0.424,0.9048822215697995,0.10896585822818056
242,0.65,0.6,0.75,0.04,0.2662,0.6088,0.3602,-27.844105767852323,-4.249334620855853,22.29594118090376,0.332,0.9070127584553264,0.12012588162392547
243,0.65,0.6,0.75,0.02,0.2622,0.6142,0.3636,-27.467249123496007,-4.366000242637092,22.101147509108294,0.392,0.9074345941027193,0.12662818579080298
244,0.65,0.6,0.75,0.01,0.2716,0.6068,0.3608,-28.185555413466926,-3.975523050978696,22.35880805027779,0.374,0.9067635642689744,0.13918131496759004
245,0.65,0.6,0.8,0.15,0.2658,0.6018,0.3676,-28.727061120634072,-3.9977412475300422,22.87938635335663,0.376,0.9130438037238215,0.13050381419532167
246,0.65,0.6,0.8,0.08,0.2588,0.6144,0.3656,-28.01575799899846,-4.6907879726428625,22.298765293905937,0.394,0.9089537094595777,0.1221863638546163
247,0.65,0.6,0.8,0.04,0.2528,0.6088,0.3816,-27.933976840876003,-4.374568273991759,22.43730131543682,0.394,0.9028803794998626,0.1068071146686539
248,0.65,0.6,0.8,0.02,0.2672,0.603,0.3728,-27.227807459363486,-4.3271826114651635,22.44879732800929,0.434,0.9120546973583984,0.1507473254481472
249,0.65,0.6,0.8,0.01,0.2712,0.6076,0.3556,-27.980093936656036,-4.258699042776406,22.720278620029696,0.406,0.906526350256352,0.13338529538829985
250,0.65,0.65,0.6,0.15,0.2632,0.614,0.361,-28.342262363443194,-4.453642585391943,21.974066914912704,0.412,0.9035925348494175,0.1267130604566077
251,0.65,0.65,0.6,0.08,0.26,0.6112,0.362,-28.182139065776653,-4.268118354769209,22.55315804979404,0.376,0.9060136189657658,0.12536611227105993
252,0.65,0.65,0.6,0.04,0.2686,0.6054,0.3644,-27.830109103033617,-4.197177796577438,22.47779891868768,0.364,0.9069471191710261,0.13317056911078162
253,0.65,0.65,0.6,0.02,0.2584,0.6146,0.3744,-27.807596446560435,-4.318200391811342,22.862594377065797,0.446,0.9078891814185376,0.12140245962395484
254,0.65,0.65,0.6,0.01,0.2678,0.6018,0.3672,-27.670992862748587,-4.208085621448705,22.120723189650207,0.39,0.9058716035900141,0.11699025849523256
255,0.65,0.65,0.65,0.15,0.2702,0.6006,0.3744,-27.53696061831298,-4.068611222494891,22.739244794319934,0.398,0.9086167659099165,0.13546379680193293
256,0.65,0.65,0.65,0.08,0.2564,0.6142,0.366,-27.033464697962902,-4.108846996214945,22.924564848257464,0.348,0.909290846254839,0.12087182235909862
257,0.65,0.65,0.65,0.04,0.2654,0.6074,0.3694,-28.35008840074992,-4.241047649157387,22.225682327650517,0.386,0.9063167474704245,0.14038527277544097
258,0.65,0.65,0.65,0.02,0.2634,0.6168,0.358,-28.67212556807312,-4.2941596366872785,23.088760300519326,0.416,0.9084804847575727,0.13725438724645808
259,0.65,0.65,0.65,0.01,0.263,0.615,0.3636,-28.074364252537205,-4.585636480866812,22.387009636751227,0.414,0.9057675802307994,0.1331485089776706
260,0.65,0.65,0.7,0.15,0.2692,0.5906,0.3772,-27.23319944537238,-3.8171135364152553,22.022348655124915,0.394,0.905412335685213,0.12718878798593908
261,0.65,0.65,0.7,0.08,0.2552,0.6156,0.3694,-27.966323292185383,-4.498226517343099,21.923531355199707,0.388,0.9067085219461046,0.11574476715138068
262,0.65,0.65,0.7,0.04,0.2578,0.6088,0.379,-28.071141162872145,-4.294420539568819,21.49276759696655,0.392,0.90318481148447,0.13659428630434628
263,0.65,0.65,0.7,0.02,0.269,0.6028,0.3588,-27.788740918163892,-4.032790745957792,23.116739819641193,0.364,0.9081979093649953,0.12450775305909374
264,0.65,0.65,0.7,0.01,0.2592,0.6118,0.3734,-27.471559366785858,-4.242750981711685,22.27835631441957,0.414,0.906014515722429,0.14776162359546816
265,0.65,0.65,0.75,0.15,0.2568,0.6158,0.3664,-28.518977588371193,-4.550747130556616,21.886824312475923,0.364,0.9062217585862887,0.12367443977621846
266,0.65,0.65,0.75,0.08,0.2572,0.6178,0.3726,-27.666727673380098,-4.277861091103252,22.210303364535616,0.372,0.9090980306781326,0.1280674028829576
267,0.65,0.65,0.75,0.04,0.269,0.6084,0.359,-27.784571235247657,-4.230994385956419,22.58342460533839,0.412,0.9097430097102275,0.127294569656273
268,0.65,0.65,0.75,0.02,0.2512,0.6204,0.3648,-27.798501937915294,-4.670619151075036,22.536675815246813,0.392,0.9075722325212549,0.09471645856493277
269,0.65,0.65,0.75,0.01,0.2778,0.5974,0.3656,-27.177547396786135,-3.715337621581363,22.803492530425736,0.4,0.9077065094615576,0.14537438291039942
270,0.65,0.65,0.8,0.15,0.2564,0.6228,0.3606,-28.324692815854903,-4.388356460746982,22.26466642195914,0.374,0.9072307591789779,0.14352239751608495
271,0.65,0.65,0.8,0.08,0.265,0.6102,0.3658,-28.028062924009042,-4.122613635340292,23.03495524091588,0.416,0.9120665473219846,0.14431313366197754
272,0.65,0.65,0.8,0.04,0.2552,0.6134,0.3686,-28.218108669075356,-4.331479284636063,21.9555249423479,0.404,0.9097747238049906,0.12020832463373128
273,0.65,0.65,0.8,0.02,0.2616,0.6136,0.3702,-28.59709525561699,-4.373747243845921,22.33983266105494,0.394,0.9092820684955988,0.12533520762866196
274,0.65,0.65,0.8,0.01,0.2554,0.6102,0.3744,-28.137245145392345,-4.005532416250628,21.65841324597854,0.418,0.9057757961828158,0.1160998209894352
275,0.65,0.7,0.6,0.15,0.2658,0.6152,0.358,-28.543920890409556,-4.488633877557161,21.884385124887345,0.382,0.9042117390939332,0.143161846534061
276,0.65,0.7,0.6,0.08,0.2768,0.5948,0.3626,-27.61793062182,-3.6686867314053373,23.09300917816925,0.396,0.908737413039526,0.12995046072278235
277,0.65,0.7,0.6,0.04,0.2534,0.6072,0.371,-27.42120945135819,-4.152066530610801,22.937026943925094,0.412,0.9079534240129126,0.10805521365238589
278,0.65,0.7,0.6,0.02,0.249,0.6246,0.3716,-28.256948464377857,-4.692103102724587,22.098127900309418,0.368,0.9071191167900764,0.11526100086626624
279,0.65,0.7,0.6,0.01,0.2596,0.6072,0.3812,-28.127952644162768,-4.32650953299491,22.75031979152031,0.422,0.9068024718037109,0.11563395684144807
280,0.65,0.7,0.65,0.15,0.2682,0.6124,0.359,-27.98621144736038,-4.364231832169135,21.80818111301216,0.388,0.9048434704615623,0.12269893502434055
281,0.65,0.7,0.65,0.08,0.2554,0.6184,0.3736,-27.95739162420771,-4.376703084487627,22.257131165914846,0.396,0.9056123610085514,0.14785969348423186
282,0.65,0.7,0.65,0.04,0.2686,0.6052,0.3666,-27.924744475852474,-4.3917823698254495,21.845829790797264,0.39,0.9083087471753795,0.13392018038950176
283,0.65,0.7,0.65,0.02,0.2584,0.6084,0.3816,-27.587747487422178,-4.499822472902993,22.900499702461584,0.402,0.9098068330106712,0.13908480158504077
284,0.65,0.7,0.65,0.01,0.2554,0.611,0.3748,-27.836558563177604,-4.19452030952251,22.165147941578837,0.388,0.9072992260269859,0.1265427282995117
285,0.65,0.7,0.7,0.15,0.2682,0.6008,0.3754,-27.91015732114051,-3.8756676624540285,22.489267431673024,0.414,0.908402197734926,0.1271538170156569
286,0.65,0.7,0.7,0.08,0.2744,0.5908,0.3694,-28.30770079634813,-3.6516955442275827,22.410092380918503,0.382,0.9049040684065989,0.12981292426297666
287,0.65,0.7,0.7,0.04,0.2624,0.6166,0.3582,-29.034101010000096,-4.396674173167416,22.726817511963613,0.388,0.9072057667051996,0.11268092650777929
288,0.65,0.7,0.7,0.02,0.2594,0.622,0.3662,-28.594149327619668,-4.69723093430804,23.066978109746493,0.386,0.9101293366259395,0.12964427033563117
289,0.65,0.7,0.7,0.01,0.2654,0.6046,0.3752,-28.914588318388926,-4.152918282485292,21.560553036406294,0.412,0.9055990295646994,0.12726099769009458
290,0.65,0.7,0.75,0.15,0.2564,0.6112,0.3674,-27.77870330613009,-4.248613090840221,21.802338557666285,0.38,0.904816567798195,0.1111648930656033
291,0.65,0.7,0.75,0.08,0.2624,0.607,0.3746,-27.93957388863817,-4.064206754391805,21.946015968965,0.404,0.9050812735524816,0.12723702809411824
292,0.65,0.7,0.75,0.04,0.2694,0.6082,0.3638,-28.10061271922218,-4.103403451213769,22.01286419126052,0.428,0.9052554981599081,0.13213438919030293
293,0.65,0.7,0.75,0.02,0.2612,0.6034,0.3624,-28.2169336762159,-4.157803776800568,23.241710971846224,0.39,0.9105992651059618,0.10615296122040631
294,0.65,0.7,0.75,0.01,0.2642,0.6106,0.3618,-28.06816192626943,-4.490617722451867,22.704800003131492,0.376,0.9059264680809807,0.1024052403535849
295,0.65,0.7,0.8,0.15,0.2648,0.6038,0.3598,-27.864812903693608,-3.9773132013600123,23.196307095188327,0.39,0.9074883266826007,0.10763147692227909
296,0.65,0.7,0.8,0.08,0.2564,0.6104,0.3762,-27.640837017852785,-4.479136948808678,22.640258389898708,0.376,0.9078281625028347,0.12249862643172969
297,0.65,0.7,0.8,0.04,0.2618,0.6088,0.359,-27.774884272805913,-4.331338347862294,22.384679559757828,0.368,0.9068011327886798,0.11810727667025654
298,0.65,0.7,0.8,0.02,0.2648,0.6174,0.3638,-27.940688284356614,-4.480461350581599,22.173750413314906,0.37,0.9102265860113081,0.13714558815269434
299,0.65,0.7,0.8,0.01,0.258,0.6126,0.365,-27.83459346925938,-4.316797364380941,22.5975629586345,0.39,0.9085943862404655,0.12388282276426948
300,0.7,0.55,0.6,0.15,0.2562,0.6144,0.3698,-27.93427662729926,-4.424891823792571,22.57235981667488,0.394,0.9085049127601197,0.11123929262104114
301,0.7,0.55,0.6,0.08,0.2604,0.6176,0.3736,-28.500458171435074,-4.453886008590011,22.005270062317067,0.416,0.9029697350961193,0.1269121723404165
302,0.7,0.55,0.6,0.04,0.264,0.6072,0.3654,-27.486407080665625,-4.172023784890456,21.670397979407987,0.418,0.9059376905596912,0.11011594104284024
303,0.7,0.55,0.6,0.02,0.2732,0.6056,0.3644,-27.483600836743534,-4.166020986137992,22.659184913322992,0.408,0.9084180748379218,0.1427050591679316
304,0.7,0.55,0.6,0.01,0.2534,0.6216,0.3708,-27.80681510590728,-4.84707031077631,21.93321880010332,0.42,0.9075061747162033,0.12072832038893883
305,0.7,0.55,0.65,0.15,0.2616,0.61,0.3618,-28.17406261898958,-4.360010237498081,22.796040317505597,0.372,0.9061690335670262,0.119975775257836
306,0.7,0.55,0.65,0.08,0.2622,0.6072,0.3762,-27.853401991255428,-4.082661887487923,21.63242928155647,0.41,0.905340625713262,0.1279186135326924
307,0.7,0.55,0.65,0.04,0.2638,0.6112,0.362,-27.822954233153034,-4.2744045799985475,21.626775452695057,0.402,0.9070310317698664,0.10434222557956088
308,0.7,0.55,0.65,0.02,0.2556,0.607,0.3758,-27.9681241152415,-4.318538613335666,21.473282453997218,0.404,0.9035383890339295,0.10655773549745222
309,0.7,0.55,0.65,0.01,0.2558,0.6194,0.3742,-28.57433272385903,-4.73236032189116,20.93664841141372,0.404,0.9037834522594712,0.10088799146298624
310,0.7,0.55,0.7,0.15,0.264,0.6128,0.362,-28.17508432792785,-4.30416016158432,22.7439854090945,0.396,0.9054311208357999,0.1341142560690006
311,0.7,0.55,0.7,0.08,0.2682,0.6022,0.3598,-28.378228549731954,-4.0150934044413376,22.586166025099747,0.394,0.9066430321817336,0.1380672098371999
312,0.7,0.55,0.7,0.04,0.2618,0.6166,0.3606,-28.331154433062455,-4.448811311295374,22.824078697577534,0.402,0.9089310221271126,0.11991018973682555
313,0.7,0.55,0.7,0.02,0.2744,0.6012,0.3632,-27.05434699878176,-4.004050400167074,22.105377952365927,0.402,0.9115905488201156,0.14796376947905637
314,0.7,0.55,0.7,0.01,0.271,0.598,0.3662,-27.93696025020081,-3.8922092406865727,22.222292384327808,0.396,0.9086965551031138,0.1350935154154503
315,0.7,0.55,0.75,0.15,0.2658,0.603,0.3598,-27.93201105079475,-4.2653087299160966,22.4007780677691,0.35,0.9081628329526307,0.10304267137892795
316,0.7,0.55,0.75,0.08,0.2658,0.599,0.374,-27.691161228215712,-3.9940455700212687,22.820386644132846,0.406,0.9073862804340107,0.1156925239795235
317,0.7,0.55,0.75,0.04,0.263,0.6088,0.3694,-27.5256208454418,-4.460496599168355,22.365557526791406,0.414,0.9077932881480514,0.12620279929252748
318,0.7,0.55,0.75,0.02,0.2682,0.6042,0.3636,-27.730988960885007,-4.155401638921081,22.048854416105424,0.418,0.908150436882567,0.11843376300451129
319,0.7,0.55,0.75,0.01,0.259,0.6154,0.3674,-28.72989620039497,-4.592268409862153,21.31854113801159,0.386,0.9038233125953091,0.13096470968080615
320,0.7,0.55,0.8,0.15,0.2684,0.5996,0.3638,-28.527092339526348,-4.026274470024594,23.131091780452945,0.382,0.9105083377427421,0.11683998256764827
321,0.7,0.55,0.8,0.08,0.2626,0.6104,0.3664,-28.151177531419123,-4.2092347343583,21.36199422280877,0.374,0.9053638423758696,0.13072785738189063
322,0.7,0.55,0.8,0.04,0.2634,0.6102,0.3694,-27.65667405085982,-4.0592396994595665,21.878528522605194,0.392,0.9060802384923956,0.1302243616530024
323,0.7,0.55,0.8,0.02,0.2602,0.6066,0.3702,-27.574198000782022,-4.207717064333663,22.99305539910075,0.414,0.9097935500769574,0.11368348450072259
324,0.7,0.55,0.8,0.01,0.272,0.606,0.3516,-28.146764034422578,-4.043308951265057,23.243405000919008,0.396,0.9121256110818873,0.13834613546089172
325,0.7,0.6,0.6,0.15,0.2678,0.6048,0.368,-28.168438628287856,-4.109111579127735,21.783934936883767,0.416,0.9067348704010042,0.107799554074947
326,0.7,0.6,0.6,0.08,0.2472,0.6274,0.3722,-28.121851905198152,-4.650972267887659,22.487814733741473,0.396,0.9094747499644318,0.14811000806031496
327,0.7,0.6,0.6,0.04,0.2648,0.601,0.3638,-27.595059390934413,-4.007785902009708,22.602906617675004,0.368,0.908892572098111,0.10062985936318886
328,0.7,0.6,0.6,0.02,0.261,0.608,0.3642,-28.304809764660284,-4.209980986507616,22.459512057068803,0.376,0.9074623602736244,0.10792777721151017
329,0.7,0.6,0.6,0.01,0.2568,0.6156,0.3746,-27.551369300260557,-4.306700781250266,22.4706458965611,0.412,0.9087152767754286,0.13464686644307822
330,0.7,0.6,0.65,0.15,0.2688,0.6068,0.364,-28.128371909200002,-4.175302121236323,21.866433611126954,0.382,0.9047707571365686,0.13399446828419398
331,0.7,0.6,0.65,0.08,0.2742,0.6052,0.3542,-28.80333607373324,-4.036666075658561,22.83452423770357,0.394,0.909573543992191,0.13785764574332363
332,0.7,0.6,0.65,0.04,0.2586,0.609,0.377,-27.42742235206484,-4.455224490922254,22.10281061986582,0.408,0.9068210079741255,0.1277784103158645
333,0.7,0.6,0.65,0.02,0.2676,0.6,0.3684,-28.13725003581699,-3.9484414117334956,23.33764313115403,0.378,0.9088981690610121,0.13101156474337225
334,0.7,0.6,0.65,0.01,0.2696,0.5998,0.3726,-28.366636496464885,-3.5982325006229807,22.615849314014906,0.404,0.9076784694866277,0.12254590649321674
335,0.7,0.6,0.7,0.15,0.2612,0.5996,0.3742,-27.858821174961214,-3.800272103660093,22.51268414494797,0.398,0.9040780428741589,0.10739657044940636
336,0.7,0.6,0.7,0.08,0.2664,0.5998,0.368,-28.08437513283154,-4.1580288003211106,22.88617409063542,0.4,0.9109187049367223,0.12088513710036031
337,0.7,0.6,0.7,0.04,0.2668,0.61,0.3574,-27.38864024340689,-4.282144339871001,22.112843547210108,0.396,0.9050481635065256,0.11804323542813613
